country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Canada,CAN,24/12/20,45398,45398,,10309,5457,0.12,0.12,,145,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,25/12/20,45700,45700,,302,5012,0.12,0.12,,133,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,26/12/20,48719,48719,,3019,5261,0.13,0.13,,139,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,27/12/20,52280,52280,,3561,5398,0.14,0.14,,143,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,28/12/20,59449,59449,,7169,5512,0.16,0.16,,146,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,29/12/20,70749,70749,,11300,6352,0.19,0.19,,168,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,30/12/20,79482,79482,,8733,6342,0.21,0.21,,168,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,31/12/20,95832,95832,,16350,7205,0.25,0.25,,191,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,1/01/21,104347,104347,,8515,8378,0.28,0.28,,222,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,2/01/21,112425,112425,,8078,9101,0.3,0.3,,241,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,3/01/21,117727,117727,,5302,9350,0.31,0.31,,248,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,4/01/21,136759,136759,,19032,11044,0.36,0.36,,293,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,5/01/21,155527,155527,,18768,12111,0.41,0.41,,321,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,6/01/21,183690,183690,,28163,14887,0.49,0.49,,394,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,7/01/21,219464,219464,,35774,17662,0.58,0.58,,468,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,8/01/21,261234,261234,,41770,22412,0.69,0.69,,594,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,9/01/21,297352,297352,,36118,26418,0.79,0.79,,700,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,10/01/21,321049,321049,,23697,29046,0.85,0.85,,770,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,11/01/21,360160,360160,,39111,31914,0.95,0.95,,846,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,12/01/21,388493,388493,,28333,33281,1.03,1.03,,882,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,13/01/21,419209,419209,,30716,33646,1.11,1.11,,891,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,14/01/21,459492,459492,,40283,34290,1.22,1.22,,909,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,15/01/21,507687,507687,,48195,35208,1.35,1.35,,933,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,16/01/21,543291,543291,,35604,35134,1.44,1.44,,931,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,17/01/21,570742,570742,,27451,35670,1.51,1.51,,945,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,18/01/21,614666,614666,,43924,36358,1.63,1.63,,963,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,19/01/21,651139,651139,,36473,37521,1.73,1.73,,994,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,20/01/21,696242,696242,,45103,39576,1.84,1.84,,1049,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,21/01/21,738864,738864,,42622,39910,1.96,1.96,,1057,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,22/01/21,776606,776606,,37742,38417,2.06,2.06,,1018,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Canada,CAN,23/01/21,801238,801238,,24632,36850,2.12,2.12,,976,"Moderna, Pfizer/BioNTech",COVID-19 Canada Open Data Working Group,https://github.com/ishaberry/Covid19Canada
Chile,CHL,24/12/20,420,420,,,,0,0,,,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,25/12/20,5191,5191,,4771,4771,0.03,0.03,,250,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,26/12/20,8335,8335,,3144,3958,0.04,0.04,,207,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,27/12/20,8646,8646,,311,2742,0.05,0.05,,143,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,28/12/20,,,,,2069,,,,108,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,29/12/20,,,,,1665,,,,87,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,30/12/20,,,,,1396,,,,73,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,31/12/20,,,,,1204,,,,63,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,1/01/21,,,,,530,,,,28,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,2/01/21,,,,,88,,,,5,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,3/01/21,,,,,51,,,,3,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,4/01/21,9051,9051,,,51,0.05,0.05,,3,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,5/01/21,10494,10494,,1443,250,0.05,0.05,,13,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,6/01/21,10699,10699,,205,272,0.06,0.06,,14,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,7/01/21,,,,,344,,,,18,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,8/01/21,,,,,417,,,,22,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,9/01/21,,,,,489,,,,26,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,10/01/21,,,,,562,,,,29,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,11/01/21,,,,,635,,,,33,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,12/01/21,,,,,508,,,,27,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,13/01/21,14612,11743,2869,,559,0.08,0.06,0.02,29,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,14/01/21,18526,12787,5739,3914,1038,0.1,0.07,0.03,54,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,15/01/21,21876,13755,8121,3350,1437,0.11,0.07,0.04,75,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,16/01/21,21937,13766,8171,61,1366,0.11,0.07,0.04,71,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,17/01/21,21972,13781,8191,35,1291,0.11,0.07,0.04,68,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,18/01/21,32385,24025,8360,10413,2699,0.17,0.13,0.04,141,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,19/01/21,50924,42564,8360,18539,5267,0.27,0.22,0.04,276,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,20/01/21,54036,45676,8360,3112,5632,0.28,0.24,0.04,295,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,21/01/21,62822,54458,8364,8786,6328,0.33,0.28,0.04,331,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
Chile,CHL,22/01/21,63047,54683,8364,225,5882,0.33,0.29,0.04,308,Pfizer/BioNTech,Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
China,CHN,15/12/20,1500000,1500000,,,,0.1,0.1,,,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,16/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,17/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,18/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,19/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,20/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,21/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,22/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,23/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,24/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,25/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,26/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,27/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,28/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,29/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,30/12/20,,,,,187500,,,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,31/12/20,4500000,4500000,,,187500,0.31,0.31,,130,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,1/01/21,,,,,232143,,,,161,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,2/01/21,,,,,276786,,,,192,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,3/01/21,,,,,321429,,,,223,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,4/01/21,,,,,366071,,,,254,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,5/01/21,,,,,410714,,,,285,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,6/01/21,,,,,455357,,,,316,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,7/01/21,,,,,500000,,,,347,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,8/01/21,,,,,500000,,,,347,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,9/01/21,9000000,9000000,,,500000,0.63,0.63,,347,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,10/01/21,,,,,464286,,,,323,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,11/01/21,,,,,428571,,,,298,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,12/01/21,,,,,392857,,,,273,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,13/01/21,10000000,10000000,,,357143,0.69,0.69,,248,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,14/01/21,,,,,387755,,,,269,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,15/01/21,,,,,418367,,,,291,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,16/01/21,,,,,448980,,,,312,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,17/01/21,,,,,515306,,,,358,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,18/01/21,,,,,581633,,,,404,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,19/01/21,,,,,647959,,,,450,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
China,CHN,20/01/21,15000000,15000000,,,714286,1.04,1.04,,496,"CNBG, Sinovac",National Health Commission,https://www.globaltimes.cn/page/202101/1213364.shtml
Costa Rica,CRI,24/12/20,55,,,,,0,,,,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/sube-a-29389-las-dosis-de-vacunas-covid-19-aplicadas-en-costa-rica/
Costa Rica,CRI,25/12/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/sube-a-29389-las-dosis-de-vacunas-covid-19-aplicadas-en-costa-rica/
Costa Rica,CRI,26/12/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/sube-a-29389-las-dosis-de-vacunas-covid-19-aplicadas-en-costa-rica/
Costa Rica,CRI,27/12/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/sube-a-29389-las-dosis-de-vacunas-covid-19-aplicadas-en-costa-rica/
Costa Rica,CRI,28/12/20,,,,,240,,,,47,Pfizer/BioNTech,National Health Commission,https://www.larepublica.net/noticia/sube-a-29389-las-dosis-de-vacunas-covid-19-aplicadas-en-costa-rica/
